ANYO_ACADEMICO;COD_EOI;COD_PROV;NOM_PROV;COD_MUN;NOM_MUN;COD_NIVEL;DESC_NIVEL;CURSO;IDIOMA;NUM_GRUPOS;MUJERES;HOMBRES;OTROS;TOTAL_MATRICULACIONES
2024;03018313;03;Alicante/Alacant;03122;Sant Vicent del Raspeig/San Vicente del Raspeig;B2;NIVEL INTERMEDIO;2;Inglés;5;54;36;0;90
2024;03018313;03;Alicante/Alacant;03122;Sant Vicent del Raspeig/San Vicente del Raspeig;C1;NIVEL AVANZADO;1;Inglés;4;52;26;0;78
2024;03018313;03;Alicante/Alacant;03122;Sant Vicent del Raspeig/San Vicente del Raspeig;C1;NIVEL AVANZADO;1;Valenciano;1;23;8;0;31
2024;03018313;03;Alicante/Alacant;03122;Sant Vicent del Raspeig/San Vicente del Raspeig;C1;NIVEL AVANZADO;2;Inglés;3;30;19;0;49
2024;03018313;03;Alicante/Alacant;03122;Sant Vicent del Raspeig/San Vicente del Raspeig;C2;NIVEL AVANZADO;1;Inglés;1;9;4;0;13
2024;03018313;03;Alicante/Alacant;03122;Sant Vicent del Raspeig/San Vicente del Raspeig;C2;NIVEL AVANZADO;1;Valenciano;1;12;6;0;18
2024;03018313;03;Alicante/Alacant;03122;Sant Vicent del Raspeig/San Vicente del Raspeig;C2;NIVEL AVANZADO;2;Inglés;1;5;2;0;7
2024;03018313;03;Alicante/Alacant;03122;Sant Vicent del Raspeig/San Vicente del Raspeig;C2;NIVEL AVANZADO;2;Valenciano;1;8;3;0;11
2024;03018313;03;Alicante/Alacant;03122;Sant Vicent del Raspeig/San Vicente del Raspeig;Complementario Tipo A;SIN DEFINIR;A;Inglés;2;12;7;0;19
2024;03018313;03;Alicante/Alacant;03122;Sant Vicent del Raspeig/San Vicente del Raspeig;Complementario Tipo B;SIN DEFINIR;B;Inglés;3;12;6;0;18
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;A2;NIVEL BÁSICO;1;Alemán;8;68;41;0;109
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;A2;NIVEL BÁSICO;1;Chino;3;16;9;0;25
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;A2;NIVEL BÁSICO;1;Español Como Lengua Extranjera;1;23;12;0;35
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;A2;NIVEL BÁSICO;1;Francés;10;149;75;0;224
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;A2;NIVEL BÁSICO;1;Inglés;15;194;100;0;294
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;A2;NIVEL BÁSICO;1;Italiano;7;119;64;0;183
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;A2;NIVEL BÁSICO;1;Portugués;1;9;13;0;22
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;A2;NIVEL BÁSICO;1;Ruso;3;6;9;0;15
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;A2;NIVEL BÁSICO;1;Valenciano;3;33;17;0;50
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;A2;NIVEL BÁSICO;1;Árabe;2;21;12;0;33
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;A2;NIVEL BÁSICO;2;Alemán;7;34;10;0;44
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;A2;NIVEL BÁSICO;2;Chino;2;10;1;0;11
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;A2;NIVEL BÁSICO;2;Español Como Lengua Extranjera;2;55;14;0;69
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;A2;NIVEL BÁSICO;2;Francés;6;48;25;0;73
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;A2;NIVEL BÁSICO;2;Inglés;12;156;82;0;238
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;A2;NIVEL BÁSICO;2;Italiano;3;31;25;0;56
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;A2;NIVEL BÁSICO;2;Portugués;1;6;1;0;7
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;A2;NIVEL BÁSICO;2;Rumano;1;0;2;0;2
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;A2;NIVEL BÁSICO;2;Ruso;1;2;1;0;3
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;A2;NIVEL BÁSICO;2;Árabe;1;2;6;0;8
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;A2;NIVEL BÁSICO;3;Chino;1;6;4;0;10
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;A2;NIVEL BÁSICO;3;Árabe;1;6;2;0;8
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;B1;NIVEL INTERMEDIO;1;Alemán;4;21;22;0;43
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;B1;NIVEL INTERMEDIO;1;Chino;1;2;2;0;4
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;B1;NIVEL INTERMEDIO;1;Español Como Lengua Extranjera;1;22;8;0;30
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;B1;NIVEL INTERMEDIO;1;Francés;5;55;21;0;76
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;B1;NIVEL INTERMEDIO;1;Inglés;17;215;135;0;350
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;B1;NIVEL INTERMEDIO;1;Italiano;3;34;7;0;41
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;B1;NIVEL INTERMEDIO;1;Portugués;1;6;5;0;11
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;B1;NIVEL INTERMEDIO;1;Rumano;1;1;0;0;1
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;B1;NIVEL INTERMEDIO;1;Ruso;1;1;1;0;2
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;B1;NIVEL INTERMEDIO;1;Valenciano;2;21;6;0;27
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;B1;NIVEL INTERMEDIO;2;Alemán;3;12;4;0;16
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;B1;NIVEL INTERMEDIO;2;Francés;4;33;12;0;45
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;B1;NIVEL INTERMEDIO;2;Inglés;13;156;111;0;267
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;B1;NIVEL INTERMEDIO;2;Ruso;1;2;3;0;5
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;B1;NIVEL INTERMEDIO;3;Chino;1;1;1;0;2
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;B2;NIVEL INTERMEDIO;1;Alemán;3;14;10;0;24
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;B2;NIVEL INTERMEDIO;1;Español Como Lengua Extranjera;1;25;5;0;30
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;B2;NIVEL INTERMEDIO;1;Francés;3;25;14;0;39
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;B2;NIVEL INTERMEDIO;1;Inglés;14;159;94;0;253
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;B2;NIVEL INTERMEDIO;1;Italiano;3;26;16;0;42
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;B2;NIVEL INTERMEDIO;1;Portugués;1;4;1;0;5
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;B2;NIVEL INTERMEDIO;1;Rumano;1;2;1;0;3
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;B2;NIVEL INTERMEDIO;1;Ruso;1;1;2;0;3
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;B2;NIVEL INTERMEDIO;1;Valenciano;4;70;26;0;96
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;B2;NIVEL INTERMEDIO;2;Alemán;3;7;6;0;13
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;B2;NIVEL INTERMEDIO;2;Francés;2;9;5;0;14
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;B2;NIVEL INTERMEDIO;2;Inglés;14;170;80;0;250
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;B2;NIVEL INTERMEDIO;2;Italiano;3;9;8;0;17
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;B2;NIVEL INTERMEDIO;2;Portugués;1;2;2;0;4
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;B2;NIVEL INTERMEDIO;2;Rumano;1;0;7;0;7
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;B2;NIVEL INTERMEDIO;2;Ruso;1;1;1;0;2
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;C1;NIVEL AVANZADO;1;Alemán;1;8;1;0;9
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;C1;NIVEL AVANZADO;1;Español Como Lengua Extranjera;1;18;3;0;21
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;C1;NIVEL AVANZADO;1;Francés;2;14;8;0;22
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;C1;NIVEL AVANZADO;1;Inglés;11;146;52;0;198
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;C1;NIVEL AVANZADO;1;Italiano;2;12;10;0;22
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;C1;NIVEL AVANZADO;1;Valenciano;6;103;48;0;151
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;C1;NIVEL AVANZADO;2;Alemán;1;3;1;0;4
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;C1;NIVEL AVANZADO;2;Francés;1;4;2;0;6
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;C1;NIVEL AVANZADO;2;Inglés;9;112;53;0;165
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;C2;NIVEL AVANZADO;1;Alemán;1;0;1;0;1
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;C2;NIVEL AVANZADO;1;Francés;2;12;2;0;14
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;C2;NIVEL AVANZADO;1;Inglés;4;57;23;0;80
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;C2;NIVEL AVANZADO;1;Italiano;2;8;8;0;16
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;C2;NIVEL AVANZADO;1;Valenciano;3;84;20;0;104
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;C2;NIVEL AVANZADO;2;Alemán;1;0;2;0;2
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;C2;NIVEL AVANZADO;2;Francés;2;8;4;0;12
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;C2;NIVEL AVANZADO;2;Inglés;3;26;16;0;42
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;C2;NIVEL AVANZADO;2;Italiano;2;10;8;0;18
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;C2;NIVEL AVANZADO;2;Valenciano;5;85;23;0;108
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;Complementario Tipo A;SIN DEFINIR;A;Alemán;5;17;7;0;24
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;Complementario Tipo A;SIN DEFINIR;A;Chino;1;1;0;0;1
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;Complementario Tipo A;SIN DEFINIR;A;Francés;5;20;14;0;34
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;Complementario Tipo A;SIN DEFINIR;A;Inglés;15;103;60;0;163
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;Complementario Tipo A;SIN DEFINIR;A;Italiano;2;13;13;0;26
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;Complementario Tipo A;SIN DEFINIR;A;Ruso;1;3;1;0;4
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;Complementario Tipo A;SIN DEFINIR;A;Valenciano;2;9;9;0;18
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;Complementario Tipo B;SIN DEFINIR;B;Francés;2;3;1;0;4
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;Complementario Tipo B;SIN DEFINIR;B;Inglés;10;78;22;0;100
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;Complementario Tipo B;SIN DEFINIR;B;Italiano;2;4;5;0;9
2024;12004311;12;Castellón/Castelló;12040;Castelló de la Plana;Complementario Tipo B;SIN DEFINIR;B;Valenciano;4;13;2;0;15
2024;12007188;12;Castellón/Castelló;12135;Vila-real;A2;NIVEL BÁSICO;1;Alemán;2;20;17;0;37
2024;12007188;12;Castellón/Castelló;12135;Vila-real;A2;NIVEL BÁSICO;1;Francés;1;12;6;0;18
2024;12007188;12;Castellón/Castelló;12135;Vila-real;A2;NIVEL BÁSICO;1;Inglés;8;55;42;0;97
2024;12007188;12;Castellón/Castelló;12135;Vila-real;A2;NIVEL BÁSICO;1;Italiano;1;11;9;0;20
2024;12007188;12;Castellón/Castelló;12135;Vila-real;A2;NIVEL BÁSICO;1;Valenciano;1;8;4;0;12
2024;12007188;12;Castellón/Castelló;12135;Vila-real;A2;NIVEL BÁSICO;2;Alemán;2;4;2;0;6
2024;12007188;12;Castellón/Castelló;12135;Vila-real;A2;NIVEL BÁSICO;2;Francés;1;6;3;0;9
2024;12007188;12;Castellón/Castelló;12135;Vila-real;A2;NIVEL BÁSICO;2;Inglés;7;42;17;0;59
2024;12007188;12;Castellón/Castelló;12135;Vila-real;A2;NIVEL BÁSICO;2;Italiano;1;7;3;0;10
2024;12007188;12;Castellón/Castelló;12135;Vila-real;B1;NIVEL INTERMEDIO;1;Alemán;1;3;4;0;7
2024;12007188;12;Castellón/Castelló;12135;Vila-real;B1;NIVEL INTERMEDIO;1;Francés;1;13;3;0;16
2024;12007188;12;Castellón/Castelló;12135;Vila-real;B1;NIVEL INTERMEDIO;1;Inglés;10;110;63;0;173
2024;12007188;12;Castellón/Castelló;12135;Vila-real;B1;NIVEL INTERMEDIO;1;Italiano;1;5;2;0;7
2024;12007188;12;Castellón/Castelló;12135;Vila-real;B1;NIVEL INTERMEDIO;2;Alemán;1;0;2;0;2
2024;12007188;12;Castellón/Castelló;12135;Vila-real;B1;NIVEL INTERMEDIO;2;Francés;1;7;4;0;11
2024;12007188;12;Castellón/Castelló;12135;Vila-real;B1;NIVEL INTERMEDIO;2;Inglés;8;50;46;0;96
2024;12007188;12;Castellón/Castelló;12135;Vila-real;B2;NIVEL INTERMEDIO;1;Alemán;1;4;0;0;4
2024;12007188;12;Castellón/Castelló;12135;Vila-real;B2;NIVEL INTERMEDIO;1;Francés;1;6;2;0;8
2024;12007188;12;Castellón/Castelló;12135;Vila-real;B2;NIVEL INTERMEDIO;1;Inglés;8;63;43;0;106
2024;12007188;12;Castellón/Castelló;12135;Vila-real;B2;NIVEL INTERMEDIO;1;Italiano;1;3;3;0;6
2024;12007188;12;Castellón/Castelló;12135;Vila-real;B2;NIVEL INTERMEDIO;1;Valenciano;1;16;7;0;23
2024;12007188;12;Castellón/Castelló;12135;Vila-real;B2;NIVEL INTERMEDIO;2;Alemán;1;2;2;0;4
2024;12007188;12;Castellón/Castelló;12135;Vila-real;B2;NIVEL INTERMEDIO;2;Francés;1;6;1;0;7
2024;12007188;12;Castellón/Castelló;12135;Vila-real;B2;NIVEL INTERMEDIO;2;Inglés;9;58;36;0;94
2024;12007188;12;Castellón/Castelló;12135;Vila-real;B2;NIVEL INTERMEDIO;2;Italiano;1;0;1;0;1
2024;12007188;12;Castellón/Castelló;12135;Vila-real;C1;NIVEL AVANZADO;1;Inglés;5;43;25;0;68
2024;12007188;12;Castellón/Castelló;12135;Vila-real;C1;NIVEL AVANZADO;1;Valenciano;1;18;6;0;24
2024;12007188;12;Castellón/Castelló;12135;Vila-real;C1;NIVEL AVANZADO;2;Inglés;5;33;19;0;52
2024;12007188;12;Castellón/Castelló;12135;Vila-real;C2;NIVEL AVANZADO;1;Inglés;1;4;6;0;10
2024;12007188;12;Castellón/Castelló;12135;Vila-real;C2;NIVEL AVANZADO;1;Valenciano;1;17;5;0;22
2024;12007188;12;Castellón/Castelló;12135;Vila-real;C2;NIVEL AVANZADO;2;Inglés;1;3;3;0;6
2024;12007188;12;Castellón/Castelló;12135;Vila-real;C2;NIVEL AVANZADO;2;Valenciano;1;13;4;0;17
2024;12007188;12;Castellón/Castelló;12135;Vila-real;Complementario Tipo A;SIN DEFINIR;A;Inglés;8;28;12;0;40
2024;12007279;12;Castellón/Castelló;12138;Vinaròs;A2;NIVEL BÁSICO;1;Alemán;1;6;7;0;13
2024;12007279;12;Castellón/Castelló;12138;Vinaròs;A2;NIVEL BÁSICO;1;Francés;1;13;10;0;23
2024;12007279;12;Castellón/Castelló;12138;Vinaròs;A2;NIVEL BÁSICO;1;Inglés;3;29;27;0;56
2024;12007279;12;Castellón/Castelló;12138;Vinaròs;A2;NIVEL BÁSICO;2;Alemán;1;5;4;0;9
2024;12007279;12;Castellón/Castelló;12138;Vinaròs;A2;NIVEL BÁSICO;2;Francés;1;10;1;0;11
2024;12007279;12;Castellón/Castelló;12138;Vinaròs;A2;NIVEL BÁSICO;2;Inglés;4;33;14;0;47
2024;12007279;12;Castellón/Castelló;12138;Vinaròs;B1;NIVEL INTERMEDIO;1;Alemán;1;3;4;0;7
2024;12007279;12;Castellón/Castelló;12138;Vinaròs;B1;NIVEL INTERMEDIO;1;Francés;1;5;2;0;7
2024;12007279;12;Castellón/Castelló;12138;Vinaròs;B1;NIVEL INTERMEDIO;1;Inglés;4;36;20;0;56
2024;12007279;12;Castellón/Castelló;12138;Vinaròs;B1;NIVEL INTERMEDIO;2;Alemán;1;2;0;0;2
2024;12007279;12;Castellón/Castelló;12138;Vinaròs;B1;NIVEL INTERMEDIO;2;Francés;1;3;4;0;7
2024;12007279;12;Castellón/Castelló;12138;Vinaròs;B1;NIVEL INTERMEDIO;2;Inglés;4;30;10;0;40
2024;12007279;12;Castellón/Castelló;12138;Vinaròs;B2;NIVEL INTERMEDIO;1;Alemán;1;1;1;0;2
2024;12007279;12;Castellón/Castelló;12138;Vinaròs;B2;NIVEL INTERMEDIO;1;Francés;1;4;0;0;4
2024;12007279;12;Castellón/Castelló;12138;Vinaròs;B2;NIVEL INTERMEDIO;1;Inglés;2;32;14;0;46
2024;12007279;12;Castellón/Castelló;12138;Vinaròs;B2;NIVEL INTERMEDIO;2;Alemán;1;0;1;0;1
2024;12007279;12;Castellón/Castelló;12138;Vinaròs;B2;NIVEL INTERMEDIO;2;Francés;1;3;1;0;4
2024;12007279;12;Castellón/Castelló;12138;Vinaròs;B2;NIVEL INTERMEDIO;2;Inglés;2;13;7;0;20
2024;12007279;12;Castellón/Castelló;12138;Vinaròs;C1;NIVEL AVANZADO;1;Inglés;2;25;18;0;43
2024;12007279;12;Castellón/Castelló;12138;Vinaròs;C1;NIVEL AVANZADO;2;Inglés;1;8;7;0;15
2024;12007279;12;Castellón/Castelló;12138;Vinaròs;C2;NIVEL AVANZADO;1;Inglés;1;4;2;0;6
2024;12007279;12;Castellón/Castelló;12138;Vinaròs;C2;NIVEL AVANZADO;2;Inglés;1;2;2;0;4
2024;12007279;12;Castellón/Castelló;12138;Vinaròs;Complementario Tipo B;SIN DEFINIR;B;Inglés;2;24;16;0;40
2024;46013220;46;Valencia/València;46250;València;A2;NIVEL BÁSICO;1;Alemán;13;148;143;0;291
2024;46013220;46;Valencia/València;46250;València;A2;NIVEL BÁSICO;1;Chino;3;52;33;0;85
2024;46013220;46;Valencia/València;46250;València;A2;NIVEL BÁSICO;1;Español Como Lengua Extranjera;5;115;62;0;177
2024;46013220;46;Valencia/València;46250;València;A2;NIVEL BÁSICO;1;Euskera;2;43;27;0;70
2024;46013220;46;Valencia/València;46250;València;A2;NIVEL BÁSICO;1;Francés;9;167;89;0;256
2024;46013220;46;Valencia/València;46250;València;A2;NIVEL BÁSICO;1;Griego;1;23;12;0;35
2024;46013220;46;Valencia/València;46250;València;A2;NIVEL BÁSICO;1;Inglés;10;226;121;0;347
2024;46013220;46;Valencia/València;46250;València;A2;NIVEL BÁSICO;1;Italiano;9;160;82;0;242
2024;46013220;46;Valencia/València;46250;València;A2;NIVEL BÁSICO;1;Japonés;3;47;56;0;103
2024;46013220;46;Valencia/València;46250;València;A2;NIVEL BÁSICO;1;Portugués;6;57;35;0;92
2024;46013220;46;Valencia/València;46250;València;A2;NIVEL BÁSICO;1;Ruso;5;34;49;0;83
2024;46013220;46;Valencia/València;46250;València;A2;NIVEL BÁSICO;1;Valenciano;4;101;37;0;138
2024;46013220;46;Valencia/València;46250;València;A2;NIVEL BÁSICO;1;Árabe;3;45;27;0;72
2024;46013220;46;Valencia/València;46250;València;A2;NIVEL BÁSICO;2;Alemán;7;63;51;0;114
2024;46013220;46;Valencia/València;46250;València;A2;NIVEL BÁSICO;2;Chino;2;16;14;0;30
2024;46013220;46;Valencia/València;46250;València;A2;NIVEL BÁSICO;2;Español Como Lengua Extranjera;6;151;59;0;210
2024;46013220;46;Valencia/València;46250;València;A2;NIVEL BÁSICO;2;Euskera;1;8;11;0;19
2024;46013220;46;Valencia/València;46250;València;A2;NIVEL BÁSICO;2;Finés;1;4;3;0;7
2024;46013220;46;Valencia/València;46250;València;A2;NIVEL BÁSICO;2;Francés;7;95;58;0;153
2024;46013220;46;Valencia/València;46250;València;A2;NIVEL BÁSICO;2;Griego;1;11;16;0;27
2024;46013220;46;Valencia/València;46250;València;A2;NIVEL BÁSICO;2;Inglés;8;153;86;0;239
2024;46013220;46;Valencia/València;46250;València;A2;NIVEL BÁSICO;2;Italiano;6;72;42;0;114
2024;46013220;46;Valencia/València;46250;València;A2;NIVEL BÁSICO;2;Japonés;2;22;28;0;50
2024;46013220;46;Valencia/València;46250;València;A2;NIVEL BÁSICO;2;Neerlandés;1;14;5;0;19
2024;46013220;46;Valencia/València;46250;València;A2;NIVEL BÁSICO;2;Polaco;1;8;7;0;15
2024;46013220;46;Valencia/València;46250;València;A2;NIVEL BÁSICO;2;Portugués;3;27;18;0;45
2024;46013220;46;Valencia/València;46250;València;A2;NIVEL BÁSICO;2;Ruso;2;19;16;0;35
2024;46013220;46;Valencia/València;46250;València;A2;NIVEL BÁSICO;2;Árabe;2;17;20;0;37
2024;46013220;46;Valencia/València;46250;València;A2;NIVEL BÁSICO;3;Chino;2;11;3;0;14
2024;46013220;46;Valencia/València;46250;València;A2;NIVEL BÁSICO;3;Japonés;2;13;14;0;27
2024;46013220;46;Valencia/València;46250;València;A2;NIVEL BÁSICO;3;Árabe;1;13;13;0;26
2024;46013220;46;Valencia/València;46250;València;B1;NIVEL INTERMEDIO;1;Alemán;4;36;24;0;60
2024;46013220;46;Valencia/València;46250;València;B1;NIVEL INTERMEDIO;1;Chino;1;7;5;0;12
2024;46013220;46;Valencia/València;46250;València;B1;NIVEL INTERMEDIO;1;Español Como Lengua Extranjera;4;83;38;0;121
2024;46013220;46;Valencia/València;46250;València;B1;NIVEL INTERMEDIO;1;Euskera;1;6;5;0;11
2024;46013220;46;Valencia/València;46250;València;B1;NIVEL INTERMEDIO;1;Finés;1;3;0;0;3
2024;46013220;46;Valencia/València;46250;València;B1;NIVEL INTERMEDIO;1;Francés;6;99;49;0;148
2024;46013220;46;Valencia/València;46250;València;B1;NIVEL INTERMEDIO;1;Griego;1;4;10;0;14
2024;46013220;46;Valencia/València;46250;València;B1;NIVEL INTERMEDIO;1;Inglés;14;250;169;0;419
2024;46013220;46;Valencia/València;46250;València;B1;NIVEL INTERMEDIO;1;Italiano;4;63;43;0;106
2024;46013220;46;Valencia/València;46250;València;B1;NIVEL INTERMEDIO;1;Japonés;1;9;8;0;17
2024;46013220;46;Valencia/València;46250;València;B1;NIVEL INTERMEDIO;1;Neerlandés;1;3;3;0;6
2024;46013220;46;Valencia/València;46250;València;B1;NIVEL INTERMEDIO;1;Polaco;1;2;4;0;6
2024;46013220;46;Valencia/València;46250;València;B1;NIVEL INTERMEDIO;1;Portugués;2;23;14;0;37
2024;46013220;46;Valencia/València;46250;València;B1;NIVEL INTERMEDIO;1;Ruso;2;6;12;0;18
2024;46013220;46;Valencia/València;46250;València;B1;NIVEL INTERMEDIO;1;Valenciano;3;56;18;0;74
2024;46013220;46;Valencia/València;46250;València;B1;NIVEL INTERMEDIO;1;Árabe;1;7;11;0;18
2024;46013220;46;Valencia/València;46250;València;B1;NIVEL INTERMEDIO;2;Alemán;2;28;21;0;49
2024;46013220;46;Valencia/València;46250;València;B1;NIVEL INTERMEDIO;2;Chino;1;5;3;0;8
2024;46013220;46;Valencia/València;46250;València;B1;NIVEL INTERMEDIO;2;Euskera;1;6;7;0;13
2024;46013220;46;Valencia/València;46250;València;B1;NIVEL INTERMEDIO;2;Finés;1;2;1;0;3
2024;46013220;46;Valencia/València;46250;València;B1;NIVEL INTERMEDIO;2;Francés;5;57;24;0;81
2024;46013220;46;Valencia/València;46250;València;B1;NIVEL INTERMEDIO;2;Griego;1;11;3;0;14
2024;46013220;46;Valencia/València;46250;València;B1;NIVEL INTERMEDIO;2;Inglés;15;230;145;0;375
2024;46013220;46;Valencia/València;46250;València;B1;NIVEL INTERMEDIO;2;Japonés;1;5;3;0;8
2024;46013220;46;Valencia/València;46250;València;B1;NIVEL INTERMEDIO;2;Neerlandés;1;2;1;0;3
2024;46013220;46;Valencia/València;46250;València;B1;NIVEL INTERMEDIO;2;Polaco;1;2;0;0;2
2024;46013220;46;Valencia/València;46250;València;B1;NIVEL INTERMEDIO;2;Ruso;1;2;10;0;12
2024;46013220;46;Valencia/València;46250;València;B1;NIVEL INTERMEDIO;2;Árabe;1;9;10;0;19
2024;46013220;46;Valencia/València;46250;València;B1;NIVEL INTERMEDIO;3;Chino;1;4;1;0;5
2024;46013220;46;Valencia/València;46250;València;B1;NIVEL INTERMEDIO;3;Japonés;1;6;3;0;9
2024;46013220;46;Valencia/València;46250;València;B2;NIVEL INTERMEDIO;1;Alemán;2;24;18;0;42
2024;46013220;46;Valencia/València;46250;València;B2;NIVEL INTERMEDIO;1;Chino;1;3;6;0;9
2024;46013220;46;Valencia/València;46250;València;B2;NIVEL INTERMEDIO;1;Español Como Lengua Extranjera;3;65;25;0;90
2024;46013220;46;Valencia/València;46250;València;B2;NIVEL INTERMEDIO;1;Finés;1;0;3;0;3
2024;46013220;46;Valencia/València;46250;València;B2;NIVEL INTERMEDIO;1;Francés;4;46;28;0;74
2024;46013220;46;Valencia/València;46250;València;B2;NIVEL INTERMEDIO;1;Griego;1;8;6;0;14
2024;46013220;46;Valencia/València;46250;València;B2;NIVEL INTERMEDIO;1;Inglés;13;234;145;0;379
2024;46013220;46;Valencia/València;46250;València;B2;NIVEL INTERMEDIO;1;Italiano;4;33;25;0;58
2024;46013220;46;Valencia/València;46250;València;B2;NIVEL INTERMEDIO;1;Japonés;1;6;2;0;8
2024;46013220;46;Valencia/València;46250;València;B2;NIVEL INTERMEDIO;1;Neerlandés;1;2;0;0;2
2024;46013220;46;Valencia/València;46250;València;B2;NIVEL INTERMEDIO;1;Polaco;1;1;4;0;5
2024;46013220;46;Valencia/València;46250;València;B2;NIVEL INTERMEDIO;1;Portugués;2;19;3;0;22
2024;46013220;46;Valencia/València;46250;València;B2;NIVEL INTERMEDIO;1;Ruso;1;1;8;0;9
2024;46013220;46;Valencia/València;46250;València;B2;NIVEL INTERMEDIO;1;Valenciano;6;131;43;0;174
2024;46013220;46;Valencia/València;46250;València;B2;NIVEL INTERMEDIO;1;Árabe;1;5;5;0;10
